Nro.	Modular	Estante	Cod	Modulo_Estanteria	Fila	Materia	Titulo	Autor	Idioma	Tipo	Pais de Origen	Editorial	Fecha_edicion	Edicion	Nro_ejemplares	Estado Fisico	Observaciones
130	1M-2E	Fila 1	P 22	D	D5	Petrología	Spezielle Petrographie der Eruptivgesteine	TROGER, W.E.	Ingles	Libro	Alemania	Verlag der Deutschen Mineralogischen Gesellschaft	1969	Primera	1	Bueno	
131	1M-2E	Fila 1	P 23	D	D5	Petrología	The evolution of the Igneous Roks	BOWEN, N. L.	Ingles	Libro	New York-EEUU	Dover Publications, INC	1956	Primera	1	Bueno	
132	1M-2E	Fila 2	P 24	D	D5	Petrología	Atlas of igneous rocks and their textures 	MACKENZIE W.S., DONALDSON C.H., GUILFORD C.	Ingles	Atlas	EEUU	Longman Group Limited	1984	Primera	1	Bueno	
133	1M-2E	Fila 2	P 25	D	D5	Petrología	Igneous and metamorphic petrology	BEST,M. G.	Ingles	Libro	New York-EEUU	W.H. Freeman and Company	1982	Primera	1	Bueno	
134	1M-2E	Fila 2	P 26	D	D5	Petrología	Petrology of Igneous and Metamorphic Rocks	HYNDMAN, D.W.	Ingles	Libro	New York-EEUU	McGraw-Hill	1972	Segunda	2	Malo	a y b
135	1M-2E	Fila 2	P 27	D	D6	Petrología	Igneuos and Metamorphic Petrology	TURNER, F., VERHOOGEN, J.	Ingles	Libro	New York-EEUU	McGraw-Hill	1960	Segunda	1	Bueno	
136	1M-2E	Fila 2	P 28	D	D6	Petrología	Petrología ígnea y metamórfica	TURNER, F., VERHOOGEN, J.	Español	Libro	Barcelona-España	Ediciones Omega	1963	Primera	2	Malo	
137	1M-2E	Fila 2	P 29	D	D6	Petrología	An introduction to Metamorphic petrology	YARDLEY, B.W. D.	Ingles	Libro	New York-EEUU	Longman Group Limited	1990	Primera	1	Bueno	
138	1M-2E	Fila 2	P 30	D	D6	Petrología	Atlas of metamorphic rocks and their textures	YARDLEY, B.W. D., MACKENZIE W. S., GUILFORD, C.	Ingles	Atlas	New York-EEUU	Longman Group Limited	1990	Primera	1	Bueno	
139	1M-2E	Fila 2	P 31	D	D6	Petrología	Petrogenesis of Metamorphic Rocks	WINKLER, H.T. G. F.	Ingles	Libro	Berlín-Alemania	Springer Study Edition	1979	Quinta	1	Bueno	
140	1M-2E	Fila 2	P 32	D	D6	Petrología	Structural Analysis of Metamorphic Tectonites	TURNER, F., WEISS, L. E.	Ingles	Libro	New York-EEUU	McGraw-Hill	1963	Primera	1	Bueno	
141	1M-2E	Fila 2	P 33	D	D6	Petrología	Metamorphic Petrology	TURNER, F.	Ingles	Libro	New York-EEUU	McGraw-Hill	1968	Primera	1	Bueno	
142	1M-2E	Fila 2	P 34	D	D6	Petrología	Metamorphic Textures	SPRY, A.	Ingles	Libro	Gran Bretaña	Pergamon Press	1979	Primera	1	Bueno	
143	1M-2E	Fila 2	P 35	D	D6	Petrología	Guía al Estudio Petrológico de Rocas Metamórficas 	ANNELLS, R. N.	Español	Guia	Inglaterra-Reino Unido	NERC	1978	Primera	9	Malo	
144	1M-2E	Fila 2	P 36	D	D6	Petrología	Enclaves and Granite Petrology (copia)	DIDIER J., BARBARIN, B.	Ingles	Libro	Orsay-Francia	Elsevier Publishing Company	1991	Primera	1	Malo	
145	1M-2E	Fila 2	P 37	D	D6	Petrología	Atlas of Textural Patterns of Granites, Gneisses and Associated Rock Types	AUGUSTITHIS, S. S.	Ingles	Atlas	Netherlands-Amsterdam	Elsevier Publishing Company	1973	Primera	1	Bueno	
146	1M-2E	Fila 2	P 38	D	D6	Petrología	Atlas of Textural Patterns of Basalts and their Genetic Significance	AUGUSTITHIS, S. S.	Ingles	Atlas	Netherlands-Amsterdam	Elsevier Publishing Company	1978	Primera	1	Bueno	
147	1M-2E	Fila 2	P 39	D	D6	Petrología	Clays and Clay Technology	PASK, J.A., TURNER, M.	Ingles	Boletin	San Francisco-EEUU	S/E	1955	Primera	1	Bueno	
148	1M-2E	Fila 2	P 40	D	D6	Petrología	The Alkaline Rocks	SORENSEN, H. 	Ingles	Libro	Gran Bretaña	John Wiley and Sons, INC	1974	Primera	2	Bueno	
149	1M-2E	Fila 2	P 41	D	D6	Petrología	Spilites and Spilitic Rocks	AMSTUTZ, G. C. 	Ingles	Libro	Berlín-Alemania	Springer Study Edition	1974	Primera	1	Bueno	
150	1M-2E	Fila 2	P 42	D	D6	Petrología	High – temperature Metamorphism Crustal Anatexis	ASHWORTH, J. R. 	Ingles	Libro	Londres-Gran Bretaña	Unwin Hyman Inc	1990	Primera	2	Bueno	a y b
151	1M-2E	Fila 3	P 43	D	D6	Petrología	Crystalline Plasticity and Solid State Flow in Metamorphic Rocks	NICOLAS, A., POIRIER, J. P.	Ingles	Libro	Londres-Gran Bretaña	John Wiley and Sons, INC	1976	Primera	1	Bueno	
152	1M-2E	Fila 3	P 44	D	D6	Petrología	Origin of Sedimentary Rocks	BLATT, H., MIDDLETON, G., MURRAY, R.	Ingles	Libro	New Jersey-EEUU	Prentice Hall, INC	1972	Primera	1	Bueno	
153	1M-2E	Fila 3	P 45	D	D6	Petrología	Procedures in Sedimentary Petrology	CARVER, R. E.	Ingles	Libro	Georgia -EEUU	Wiley Interscience	1971	Primera	1	Bueno	
154	1M-2E	Fila 3	P 46	D	D6	Petrología	Sedimentary rocks	PETTIJOHN E,J.	Ingles	Libro	New York-EEUU	Harper & Row	1975	Tercera	1	Bueno	
155	1M-2E	Fila 3	P 47	D	D6	Petrología	Rocas Sedimentarias	PETTIJOHN E,J.	Español	Libro	Buenos Aires-Argentina	Editorial Universitaria de Buenos Aires	1980	Cuarta	1	Bueno	
156	1M-2E	Fila 3	P 48	D	D6	Petrología	The Petrology of the Sedimentary Rocks 	HATCH, F. H., RASTALL, R.H., BLACK, M.	Ingles	Libro	Gran Bretaña	George Allen & Unwin Ltd.	1938	Tercera	1	Malo	
157	1M-2E	Fila 3	P 49	D	D6	Petrología	Ore Microscopy and Ore Petrology (copia)	CRAIG, J. R., VAUGHN, D.J.	Ingles	Libro	EEUU	John Wiley and Sons, INC	1981	Primera	1	Malo	
158	1M-2E	Fila 3	P 50	D	D6	Petrología	The petrology, structure, and geologic history of the Catalina schist terrain, southern California	PLATT, J.	Ingles	Libro	California-EEUU	Universidad de California Press	1976	Primera	1	Malo	
159	1M-2E	Fila 3	P 51	D	D6	Petrología	Essentials of igneous and metamorphic petrology	FROST, B.	Ingles	Libro	New York-EEUU	Cambridge University Press	2014	Primera	1	Bueno	
160	1M-2E	Fila 3	P 52	D	D6	Petrología	Principles of igneous and metamorphic petrology	PHILPOTTS, A., AGUE, J. 	Ingles	Libro	New York-EEUU	Cambridge University Press	2012	Segunda	1	Bueno	
161	1M-2E	Fila 3	P 53	D	D6	Petrología	A  practical guide to rock microstructure	VERNON, R.	Ingles	Libro	New York-EEUU	Cambridge University Press	2011	Primera	1	Bueno	
162	1M-2E	Fila 3	P 54	D	D6	Petrología	Curso de actualización en reconocimiento de rocas	LACHOWICZ, H.	Español	Informe	Quito-Ecuador	Escuela Politécnica Nacional	2001	Primera	2	Bueno	
163	1M-2E	Fila 3	P 55	D	D6	Petrología	Esquema de clasificación de rocas	GILLESPIE, M., STYLES, M.	Ingles	Libro	Nottingham-Reino Unido	NERC	1999	Segunda	1	Bueno	
164	1M-2E	Fila 3	P 56	D	D6	Petrología	Petrology of sedimentary rocks	CAMBRIDGE	Ingles	Libro	New York-EEUU	Cambridge University Press	2014	Segunda	1	Bueno	
165	1M-2E	Fila 3	P 57	D	D6	Petrología	Principles of metamorphic petrology	VERNON, R., CLARKE, G.	Ingles	Libro	New York-EEUU	Cambridge University Press	2011	Primera	1	Bueno	
166	1M-2E	Fila 3	P 58	D	D6	Petrología	Petrología de rocas volcánica y metamórficas	DUQUE, P.	Español	Informe	Quito-Ecuador	S/E	2008	Primera	1	Bueno	INFORME
167	1M-2E	Fila 3	P 59	D	D6	Petrología	Evolución de los cinturones metamórficos	MIYASHIRO, A.	Español	Informe	Tokyo-Japón	S/E	1978	Primera	1	Bueno	INFORME
168	1M-2E	Fila 3	P 60	D	D6	Petrología	The identification of common rocks 	FLIER, E., McMILLAN, W.	Ingles	Informe	N/A	S/E	1987	Primera	1	Bueno	INFORME
169	1M-2E	Fila 3	P 61	D	D6	Petrología	Las rocas eruptivas	POMEROL, Ch., FOUET,R.	Español	Libro	Buenos Aires-Argentina	Universitaria de Buenos Aires	1974	Tercera	1	Bueno	
170	1M-2E	Fila 3	P 62	D	D6	Petrología	Classification of Igneous Rocks	S/A	Ingles	Libro	N/A	S/E	s/f	Primera	1	Malo	Sólo Capítulo 4
171	1M-2E	Fila 4	S 01	D	D7	Sedimentología	Beach Processes and Sedimentation	KOMAR, P. D.	Ingles	Libro	New Jersey-EEUU	Prentice Hall, INC	1976	Primera	1	Bueno	
172	1M-2E	Fila 4	S 02	D	D7	Sedimentología	Sand and sandstone	PETTIJOHN, E.J., POTTER, P., SIEVER, R.	Ingles	Libro	EEUU	Springer Study Edition	1984	Primera	2	Bueno	
173	1M-2E	Fila 4	S 03	D	D7	Sedimentología	Chemistry and Technology of Lime and Limestone	BOYNTON, R. S.	Ingles	Libro	EEUU	John Wiley and Sons, INC	1980	Segunda	2	Bueno	
174	1M-2E	Fila 4	S 04	D	D7	Sedimentología	Palygorskite - Sepiolite Occurrences, Genesis and Uses	SINGER ,A., GALAN, E.	Ingles	Libro	Netherlands-Amsterdam	Elsevier Publishing Company	1984	Primera	1	Bueno	
175	1M-2E	Fila 4	S 05	D	D7	Sedimentología	Sedimentary Environments and Facies	READING,  H. G.	Ingles	Libro	Australia	Blackwell Scientific Publications	1986	Segunda	2	Bueno	
176	1M-2E	Fila 4	S 06	D	D7	Sedimentología	Depositional Sedimentary Environments	REINECK, H.E., SINGH, E.B.	Ingles	Libro	Berlín-Alemania	Springer Study Edition	1980	Segunda	1	Bueno	
177	1M-2E	Fila 4	S 07	D	D7	Sedimentología	Terrigenous Clastic Depositional Systems	GALLOWAY, W.E., HOBDAY, David K.	Ingles	Libro	New York-EEUU	Springer Study Edition	1983	Primera	1	Bueno	
178	1M-2E	Fila 4	S 08	D	D7	Sedimentología	Treatise on Sedimentation	TWENHOFEL, W. H.	Ingles	Libro	EEUU	The Williams & Wilkins Company	1932	Segunda	1	Malo	
179	1M-2E	Fila 4	S 09	D	D7	Sedimentología	Principles of Chemical Sedimentology	BERNER, R. A.	Ingles	Libro	EEUU	McGraw-Hill	1971	Primera	1	Bueno	
180	1M-2E	Fila 4	S 10	D	D7	Sedimentología	Nearshore Sediment Dynamics and Sedimentation	HAILS, J., CARR, A. 	Ingles	Libro	Gran Bretaña	John Wiley and Sons, INC	1975	Primera	1	Bueno	
181	1M-2E	Fila 4	S 11	D	D7	Sedimentología	Hydraulics of Sediment Transport	GRAF, W. H. 	Ingles	Libro	EEUU	McGraw-Hill	1971	Primera	1	Bueno	
182	1M-2E	Fila 4	S 12	D	D7	Sedimentología	Carbonata Sediments and their diagenesis	BATHURST, R.G.C.	Ingles	Libro	Netherlands-Amsterdam	Elsevier Publishing Company	1976	Segunda	1	Bueno	
183	1M-2E	Fila 4	S 13	D	D7	Limnología	A Treatise on Limnology Vol.1	HUTCHINSON, E.	Ingles	Libro	EEUU	John Wiley and Sons, INC	1957	Primera	1	Bueno	
184	1M-2E	Fila 4	S 14	D	D7	Sedimentología	Sedimentary Environments: Processes, Facies and Stratigraphy	READING, H.G	Ingles	Libro	Australia	Blackwell Scientific Publications	1996	Tercera	1	Bueno	
185	1M-2E	Fila 4	S 15	D	D7	Sedimentología	Sedimentary Processes, Environments and Basins	NICHOLS,G., WILLIAMS, E., PAOLA,C.	Ingles	Libro	Australia	Blackwell Scientific Publications	2007	Primera	1	Bueno	Proyecto de Investigación  Geológica
186	1M-2E	Fila 5	GM 01	D	D7	Geomorfología	Geomorphology and Engineering	COATES, D.R.	Ingles	Libro	Pensylvania-EEUU	Dowden & Ross, Inc	1976	Primera	1	Bueno	
187	1M-2E	Fila 5	GM 02	D	D7	Geomorfología	Principles et Metodes de la Geomorphología	TRICART, J.	Frances	Libro	Bélgica	Masson ET	1965	Primera	1	Bueno	
188	1M-2E	Fila 5	GM 03	D	D7	Geomorfología	Geomorphology: An Introduction to the Study of  Landscapes	LOBECK, A. K.	Ingles	Libro	New York-EEUU	McGraw-Hill	1939	Primera	2	Bueno	
189	1M-2E	Fila 5	GM 04	D	D7	Geomorfología	Principles of Geomorphology 	EASTERBROOK, D. J.	Ingles	Libro	EEUU	McGraw-Hill	1969	Primera	1	Bueno	
190	1M-2E	Fila 5	GM 05	D	D7	Geomorfología	Coastal Geomorphology	COATES, D.R.  	Ingles	Libro	New York-EEUU	S/E	1973	Primera	2	Bueno	
191	1M-2E	Fila 5	GM 06	D	D7	Geomorfología	River Channel Changes	GREGORY, K. J.	Ingles	Libro	N/A	John Wiley and Sons, INC	1977	Primera	1	Bueno	
192	1M-2E	Fila 5	GM 07	D	D7	Geomorfología	Streams their dynamics and morphology	MORISAWA, M.	Ingles	Libro	EEUU	McGraw-Hill	1968	Primera	1	Bueno	
193	1M-2E	Fila 5	GM 08	D	D7	Geomorfología	Geomorfología	ANTONIO, C.	Portugues	Libro	Sao Pablo-Brazil	Edgar Blucher Ltda	1980	Segunda	1	Bueno	
194	1M-2E	Fila 5	GM 09	D	D7	Geomorfología	"Mapa geomorfológico de España, escala 1;50.000"	Instituto Geológico y Minero de España	Español	Guia	Madrid-España	Instituto Minero de España	2004	Primera	1	Bueno	
195	1M-2E	Fila 5	GM 10	D	D7	Geomorfología	Geomorfología	GUTIERREZ, M.	Español	Libro	Madrid-España	Prentice Hall, INC	2008	Primera	2	Bueno	
196	1M-2E	Fila 5	GM 11	D	D7	Geomorfología	Geomorphology The mechanics and chemistry landscapes	ANDERSON, R., ANDERSON, S.	Ingles	Libro	Reino Unido	Cambridge University Press	2012	Primera	1	Bueno	Proyecto de Investigación  Geológica
197	1M-3E	Fila 1	G 01	D	D7	Geología	Fundamentos de Geología Física	LEET, L. D., JUDSON, S.	Español	Libro	Mexico D.F	LIMUSA	1977	Primera	1	Bueno	
198	1M-3E	Fila 1	G 02	D	D7	Geología	Physical Geology	JUDSON, S., DEFFEYES, K., HARGRAVES, R.	Ingles	Libro	New Jersey-EEUU	Prentice Hall, INC	1976	Primera	1	Bueno	
199	1M-3E	Fila 1	G 03	D	D7	Geología	Geología Física	LONGWELL, Ch. R., FLINT, R.F.	Español	Libro	Mexico D.F	LIMUSA	1978	Primera	2	Bueno	
200	1M-3E	Fila 1	G 04	D	D7	Geología	Principles of Physical Geology	HOLMES, A.	Ingles	Libro	Gran Bretaña	Thomas Nelson & Sons LTD	1970	Segunda	1	Bueno	
201	1M-3E	Fila 1	G 05	D	D7	Geología	Geología Física	HOLMES, A.	Español	Libro	Barcelona-España	Ediciones Omega	1976	Octava	2	Malo	
202	1M-3E	Fila 1	G 06	D	D8	Geología	Fundamentos de Geología Física	ROGERS, J.J., ADAMS, J.A.S.	Español	Libro	Barcelona-España	Ediciones Omega	1969	Primera	1	Bueno	
203	1M-3E	Fila 1	G 07	D	D8	Geología	Geología Elemental 	ZUMBERGE, J. H.	Español	Libro	Mexico D.F	Compañía Editorial Continental S.A	1977	Primera	1	Bueno	
204	1M-3E	Fila 1	G 08	D	D8	Geología	Introducción a la Geología	READ, H. H., WATSON, J.	Español	Libro	Madrid-España	Alhambra	1975	Primera	1	Bueno	
205	1M-3E	Fila 1	G 09	D	D8	Geología	Geología General	CHARIGUIN, M. M.	Español	Libro	Barcelona-España	Grijalbo	1964	Primera	1	Bueno	
206	1M-3E	Fila 1	G 10	D	D8	Geología	A Textbook of Geology, Part I -Physical Geology	LONGWELL, Ch. R., KNOPF, A., FLINT, R.	Ingles	Libro	EEUU	John Wiley and Sons, INC	1939	Segunda	2	Bueno	
207	1M-3E	Fila 1	G 11	D	D8	Geología	Geología para Todos	BÜLOW VON, K.	Español	Libro	Barcelona-España	LABOR S.A	1963	Cuarta	1	Bueno	
208	1M-3E	Fila 1	G 12	D	D8	Geología	Geología Global	KHAN, M. A.	Español	Libro	Madrid-España	Paraninfo	1980	Primera	1	Malo	
209	1M-3E	Fila 1	G 13	D	D8	Geología	The World of Geology	LEET, L. D.	Ingles	Libro	EEUU	McGraw-Hill	1961	Primera	1	Bueno	
210	1M-3E	Fila 1	G 14	D	D8	Geología	Geología, 2da Edición	AGUEDA, J., ANGUITA, F., ARAÑA, V., LOPEZ, J., SANCHEZ, L.	Español	Libro	Madrid-España	Rueda	1983	Segunda	1	Bueno	
211	1M-3E	Fila 1	G 15	D	D8	Geología	Geology	LONG, L. E.	Ingles	Libro	EEUU	McGraw-Hill	1974	Primera	1	Bueno	
212	1M-3E	Fila 1	G 16	D	D8	Geología	Geology the Science of a Changing Earth	ALLISON, I.S., BLACK, R.F., DENNISON, J.M., FAHNESTOCK, R.K., WHITE, S.M.	Ingles	Libro	EEUU	McGraw-Hill	1974	Sexta	1	Bueno	
213	1M-3E	Fila 1	G 17	D	D8	Geología	Geology Principles and Processes 	EMMONS, W.H., THIEL, G.A., STAUFFER, C.R., ALLISON, I.S.	Ingles	Libro	EEUU	McGraw-Hill	1939	Segunda	1	Bueno	
214	1M-3E	Fila 1	G 18	D	D8	Geología	Geología	PEARL, R. M.	Español	Libro	Mexico D.F	Compañía Editorial Continental S.A	1978	Primera	1	Bueno	
215	1M-3E	Fila 1	G 19	D	D8	Geología	Geology, our physical environment	DAVIS,S., REITAN, P., PESTRONG, R.	Ingles	Libro	EEUU	McGraw-Hill	1976	Primera	1	Bueno	
216	1M-3E	Fila 1	G 20	D	D8	Geología	Geología	RUDEL, A.	Español	Libro	Barcelona-España	Montaner y Simon	1973	Primera	1	Malo	
217	1M-3E	Fila 1	G 21	D	D8	Geología	Geología	MELENDEZ, B.,  FUSTER, J.	Español	Libro	Madrid-España	Paraninfo	1978	Cuarta	1	Malo	
218	1M-3E	Fila 1	G 22	D	D8	Geología	Geología Vol. 1	FRECH, F.	Español	Libro	Barcelona-España	LABOR S.A	1936	Tercera	1	Bueno	
219	1M-3E	Fila 1	G 23	D	D8	Geología	Geología Vol. 2	FRECH, F.	Español	Libro	Barcelona-España	LABOR S.A	1930	Segunda	1	Malo	
220	1M-3E	Fila 1	G 24	D	D8	Geología	Geología Vol. 3	FRECH, F.	Español	Libro	Barcelona-España	LABOR S.A	1930	Primera	1	Malo	
221	1M-3E	Fila 1	G 25	D	D8	Geología	Geología Introducción a la Historia de la Tierra	READ, H.H.	Español	Libro	Mexico D.F	Fondo de Cultura Económica	1949	Primera	1	Bueno	
222	1M-3E	Fila 1	G 26	D	D8	Geología	Geología de Petróleo	GUILLEMOT, J.	Español	Libro	Madrid-España	Paraninfo	1971	Primera	1	Bueno	
223	1M-3E	Fila 2	G 27	D	D8	Geología	Geología del Petróleo	LANDES, K. K.	Español	Libro	Barcelona-España	Ediciones Omega	1972	Segunda	1	Bueno	
224	1M-3E	Fila 2	G 28	D	D8	Geología	Atlas de Geología	FONT-ALTABA, M., SAN MIGUEL, A.	Español	Atlas	Barcelona-España	Jover	1976	Primera	2	Malo	a y b
225	1M-3E	Fila 2	G 29	D	D8	Geología	Geología Agrícola	CORD, E.	Español	Libro	Barcelona-España	Salvat	1930	Primera	1	Malo	
226	1M-3E	Fila 2	G 30	D	D8	Geología	Cities and Geology	LEGGET, R.	Ingles	Libro	EEUU	McGraw-Hill	1973	Primera	1	Bueno	
227	1M-3E	Fila 2	G 31	D	D8	Geología	Basic Geology for Science and Engineering	DAPPLES, E. C.	Ingles	Libro	New York-EEUU	John Wiley and Sons, INC	1959	Primera	1	Bueno	
228	1M-3E	Fila 2	G 32	D	D8	Geología	Geología Básica en ciencia e  Ingeniería	DAPPLES, E. C.	Español	Libro	Barcelona-España	Ediciones Omega	1963	Primera	1	Bueno	
229	1M-3E	Fila 2	G 33	D	D8	Geología	Geología para Estudiantes de Ingeniería	MERITANO ARENAS, J.	Español	Libro	Mexico D.F	Diana	1979	Primera	1	Malo	
230	1M-3E	Fila 2	G 34	D	D8	Geología	Geology and Allied Sciences English - German	HUEBNER,W.	Ingles	Diccionario	New York-EEUU	Veritas Press	1939	Primera	1	Bueno	
231	1M-3E	Fila 2	G 35	D	D8	Geología	Tratado de Geología y Mineralogía aplicadas al arte del Ingeniero	DE LAUNAY, L.	Ingles	Libro	Barcelona-España	Salvat Editores	1927	Primera	1	Bueno	
232	1M-3E	Fila 2	G 36	D	D8	Geología	Nuclear Geology	FAUL, H.	Ingles	Libro	EEUU	John Wiley and Sons, INC	1957	Primera	1	Bueno	
233	1M-3E	Fila 2	G 37	D	D8	Geología	Filosofía de la Geología	ALBRITTON, C. C. Jr.	Ingles	Libro	Mexico	Compañía Editorial Continental S.A	1970	Primera	1	Bueno	
234	1M-3E	Fila 2	G 38	D	D8	Geología	Study Guide the Earth	HAY, E. A.	Ingles	Libro	EEUU	Prentice Hall, INC	1973	Primera	1	Malo	
235	1M-3E	Fila 2	G 39	D	D8	Geología	Theory and Problems of Earth Sciences	BEISER, A.	Ingles	Libro	EEUU	McGraw-Hill	1975	Primera	1	Bueno	
236	1M-3E	Fila 2	G 40	D	D8	Geología	Dimensions of a Planet	HAYWARD, O.T., EPPS, L.W., FONT, R.G.	Ingles	Libro	EEUU	McGraw-Hill	1971	Primera	1	Bueno	
237	1M-3E	Fila 2	G 41	D	D8	Geología	Geólogie de l'Europe du Précambrien aux bassins sédimentaires post-hercyniens	COGNÈ, J., SLANSKY, M.	Frances	Libro	FRANCIA	Villenueve D´ASCQ	1980	Primera	1	Bueno	
238	1M-3E	Fila 2	G 42	D	D8	Geología	Man and the Earth	BIXBY HOYT, J.	Ingles	Libro	New Jersey-EEUU	Prentice Hall, INC	1973	Tercera	1	Bueno	
239	1M-3E	Fila 2	G 43	D	D8	Geología	Ophiolites and their Modern Oceanic Analogues	PARSON, L. M. , MURTON, B.J., BROWNING, P. 	Ingles	Libro	Londres-Reino Unido	The Geological Society	1992	Primera	1	Bueno	
240	1M-3E	Fila 2	G 44	D	D8	Geología	Evolution of the Earth 	DOTT, R. H. Jr, BATTEN, R.L.	Ingles	Libro	EEUU	McGraw-Hill	1976	Segunda	1	Bueno	
241	1M-3E	Fila 2	G 45	D	D9	Geología	Dinamic Earth: An Introduction to Earth Science	LEPP, H.	Ingles	Libro	EEUU	McGraw-Hill	1973	Primera	1	Bueno	
242	1M-3E	Fila 2	G 46	D	D9	Geología	The Earth: An introduction to the geological and geophysical sciences 	McALESTER, A. L.	Ingles	Libro	New Jersey-EEUU	Prentice Hall, INC	1973	Primera	1	Bueno	
243	1M-3E	Fila 2	G 47	D	D9	Geología	Introduction to Earth Science	BEISER, A., KRAUSKOPF, K. B.	Ingles	Libro	EEUU	McGraw-Hill	1975	Primera	1	Bueno	
244	1M-3E	Fila 2	G 48	D	D9	Geología	Diálogo con la Tierra	CLOOS, H.	Español	Libro	Barcelona-España	LABOR S.A	1951	Primera	1	Malo	
245	1M-3E	Fila 2	G 49	D	D9	Geología	Study of the Earth 	WHITE, J. F. 	Ingles	Libro	EEUU	Prentice Hall, INC	1962	Primera	1	Bueno	
246	1M-3E	Fila 2	G 51	D	D9	Geología	Anatomy of the Earth	CAILLEUX, A.	Ingles	Libro	Inglaterra-Reino Unido	McGraw-Hill	1976	Primera	1	Bueno	
247	1M-3E	Fila 2	G 52	D	D9	Geología	La Corteza y el Manto Terrestre	MEINESZ, F. A.V.	Español	Libro	Madrid-España	Alhambra	1970	Primera	1	Bueno	
248	1M-3E	Fila 2	G 54	D	D9	Geología	Physics and Geology 	JACOBS, J. A., RUSSELL, R.D., TUZO WILSON, J.	Ingles	Libro	EEUU	McGraw-Hill	1974	Segunda	2	Malo	
249	1M-3E	Fila 2	G 55	D	D9	Geología	Notes D'Orientation Pour L' Etablissement de la Carte Goelogique A 1: 50.000	BUREAU DE RECHERCHES GEOLOGIQUES ET MINIERES	Frances	Libro	FRANCIA	B.R.G.M	1975	Segunda	1	Malo	
250	1M-3E	Fila 2	G 56	D	D9	Geología	Luis Mariano Vidal, 1842-1922, Sobre Lleida	VIDAL, L. M.	Español	Libro	Barcelona-España	Museu de Geologia, Ajuntamet de Barcelona	1992	Primera	1	Bueno	
251	1M-3E	Fila 2	G 57	D	D9	Geología	Luis Mariano Vidal, 1842-1922, sobre el Cretácico	VIDAL, L. M.	Español	Libro	Barcelona-España	Museu de Geologia, Ajuntamet de Barcelona	1992	Primera	1	Bueno	
252	1M-3E	Fila 2	G 58	D	D9	Geología	Luis Mariano Vidal 1842-1922, Girona	VIDAL, L. M.	Español	Libro	Barcelona-España	Museu de Geologia, Ajuntamet de Barcelona	1992	Primera	1	Bueno	
253	1M-3E	Fila 2	G 59	D	D9	Geología	Carbonífero y pérmico de España	MARTINEZ DIAZ, C.	Español	Libro	Madrid-España	ICC	1983	Primera	1	Bueno	
254	1M-3E	Fila 2	G 60	D	D9	Geología	The carboniferos of Portugal	LEMOS DE SOUSA, M. J., OLIVEIRA,J.T.	Portugues	Libro	Lisboa-Portugal	S/E	1983	Primera	1	Bueno	
255	1M-3E	Fila 2	G 61	D	D9	Geología	Geologie des Andes Colombiennes	RADELLI, L.	Frances	Tesis	FRANCIA	S/E	1967	N/A	1	Malo	TESIS
256	1M-3E	Fila 2	G 62	D	D9	Geología	Belgique: Introduction á la géologie générale	MICHOT, P.	Frances	Libro	París-FRANCIA	LIVRET	1980	Primera	1	Bueno	
257	1M-3E	Fila 2	G 63	D	D9	Geología	Etude geologique des andes du Perou central	MÉGARD, F.	Frances	Libro	París-FRANCIA	ORSTOM	1978	Primera	1	Malo	
258	1M-3E	Fila 2	G 64	D	D9	Geología	Contribution to the geology of the North-Western Himalayas, 5 Plates	FUCHS, G.	Ingles	Libro	Alemania	ABHANDLUNGEN DER GEOLOGISCHEN BUNDESANSTALT	1975	Primera	1	Bueno	
259	1M-3E	Fila 2	G 65	D	D9	Geología 	Geology of granulites (Guide)	SAMOILOVA Zh. I. 	Ingles	Libro	Irkutsk-Siberia	IUGS-UNESCO	1981	Primera	1	Malo	
260	1M-3E	Fila 2	G 66	D	D9	Geología	Investigaciones Alemanas Recientes en Latinoamérica: Geología	MILLER, H.	Español	Libro	Alemania	Instituto de Colaboración científica (Tubingen)	1987	Primera	1	Malo	
261	1M-3E	Fila 2	G 67	D	D9	Geología	The Andes a geological review	ZEIL, W.	Ingles	Libro	Wurzburg-Alemania	Gebruder Borntraeger	1979	Primera	1	Bueno	
262	1M-3E	Fila 2	G 69	D	D9	Geología	Der Chimborazo (6310 m) and Carihuairazo (5102) 	KILIAN, R.	Alemán	Tesis	Alemania	S/E	1987	N/A	1	Malo	TESIS
263	1M-3E	Fila 3	G 70	D	D9	Geología	Geología de Bolivia	AHLFELD, F.	Español	Enciclopedia	La Paz-Bolivia	Los amigos del libro	1972	Primera	1	Malo	Enciclopedia
264	1M-3E	Fila 3	G 71	D	D9	Geología	The Geology of the Central Cordillera the Department of Valle del Cauca, Quindio and Tolima	McCOURT, W. J.	Ingles	Informe	Colombia	S/E	1984	Primera	1	Bueno	INFORME
265	1M-3E	Fila 3	G 72	D	D9	Geología	The Crust and Upper Mantle of the Japanese Area	GORAI, M., IGI, S. 	Ingles	Libro	Kawasaki-Japón	Geological Survey of Japan	1973	Primera	1	Bueno	
266	1M-3E	Fila 3	G 73	D	D9	Geología	Rock Falls and Pyroclastic flows on Andesitic Domes: Obser-vation on the Soufriere Hills Volcano, Monteserrat.  W. Indies	DONNELLY, L. J.	Ingles	Informe	Nottingham-Reino Unido	NERC	1997	Primera	1	Bueno	INFORME
